dc,Station Number,Year,Month,Day,Total daily global solar exposure in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0030 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0100 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0130 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0200 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0230 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0300 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0330 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0400 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0430 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0500 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0530 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0600 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0630 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0700 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0730 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0800 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0830 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0900 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 0930 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1000 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1030 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1100 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1130 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1200 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1230 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1300 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1330 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1400 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1430 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1500 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1530 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1600 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1630 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1700 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1730 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1800 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1830 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1900 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 1930 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2000 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2030 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2100 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2130 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2200 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2230 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2300 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2330 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),Global solar exposure for the half-hour ending 2400 hours Solar Time in MJ.m-2,Uncertainty (refer to notes),#
dc, 86282,2013,11,27,25.834881,0.8733380, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0013440, 0.010528,0.0030750, 0.075209,0.0058530, 0.227950,0.0132660, 0.474262,0.0233400, 0.570080,0.0237870, 0.722811,0.0260110, 0.835927,0.0268200, 0.990021,0.0299870, 1.217111,0.0360610, 1.267373,0.0458490, 1.627830,0.0431150, 1.709917,0.0565710, 1.790681,0.0668550, 1.792390,0.0709390, 1.857570,0.0566380, 1.855668,0.0513210, 1.557565,0.0419930, 1.590981,0.0433130, 1.607592,0.0437460, 1.356351,0.0526570, 1.047479,0.0400660, 0.510810,0.0163780, 0.286969,0.0091260, 0.249919,0.0086550, 0.169173,0.0068350, 0.126217,0.0060850, 0.117507,0.0064870, 0.127795,0.0080620, 0.052668,0.0046590, 0.008514,0.0029930, 0.000000,0.0014400, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,28, 4.050311,0.1594760, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0016320, 0.001913,0.0028890, 0.024727,0.0033690, 0.053457,0.0041970, 0.091692,0.0052670, 0.074304,0.0042090, 0.077527,0.0040350, 0.135414,0.0055650, 0.132353,0.0049930, 0.203072,0.0063750, 0.159458,0.0052420, 0.105545,0.0040450, 0.137167,0.0046960, 0.116733,0.0042190, 0.137290,0.0046260, 0.236521,0.0069010, 0.359031,0.0100500, 0.343588,0.0095610, 0.216792,0.0063940, 0.277418,0.0078580, 0.244165,0.0071270, 0.166504,0.0053230, 0.168330,0.0055270, 0.155068,0.0054010, 0.123942,0.0049470, 0.107104,0.0049240, 0.066053,0.0040340, 0.044698,0.0036990, 0.020755,0.0031380, 0.042145,0.0042280, 0.027162,0.0036470, 0.000373,0.0013450, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,29,14.117126,0.5423630, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0016320, 0.003727,0.0029020, 0.027754,0.0036990, 0.130155,0.0086770, 0.199131,0.0119670, 0.485553,0.0292520, 0.205538,0.0080310, 0.342020,0.0149940, 0.373001,0.0137710, 0.314796,0.0095590, 1.064546,0.0462680, 0.906443,0.0327190, 0.774304,0.0209580, 0.970898,0.0384120, 1.356198,0.0600370, 0.886701,0.0307500, 0.585994,0.0163250, 0.662224,0.0242020, 0.850138,0.0277610, 0.687544,0.0189350, 0.551694,0.0152360, 0.622798,0.0176160, 0.474077,0.0138790, 0.304488,0.0097580, 0.383259,0.0129420, 0.318848,0.0131980, 0.276532,0.0119130, 0.143284,0.0076150, 0.139941,0.0094760, 0.064872,0.0054770, 0.010656,0.0030470, 0.000000,0.0013440, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,11,30,27.099848,0.9226780, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0016320, 0.003172,0.0028930, 0.016320,0.0030910, 0.030725,0.0034390, 0.139339,0.0078840, 0.354162,0.0192750, 0.308581,0.0115120, 0.370740,0.0129960, 0.469552,0.0141150, 0.676658,0.0217100, 0.506862,0.0140450, 0.596001,0.0161680, 1.313232,0.0461670, 1.911330,0.0786790, 1.755724,0.0834900, 1.832476,0.0672590, 1.993442,0.0613300, 1.882414,0.0578250, 1.877273,0.0492090, 1.795707,0.0471930, 1.689165,0.0446940, 1.553113,0.0417400, 1.400689,0.0388440, 1.228474,0.0360140, 1.044867,0.0333890, 0.853575,0.0306950, 0.653548,0.0271520, 0.454822,0.0222250, 0.266418,0.0154990, 0.106948,0.0077760, 0.014508,0.0031920, 0.000000,0.0015360, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,12,01,30.182934,0.9143410, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000654,0.0017310, 0.027157,0.0037130, 0.168448,0.0115140, 0.244165,0.0142230, 0.315144,0.0153970, 0.526861,0.0221050, 0.746334,0.0274350, 0.842211,0.0276560, 0.799366,0.0235330, 1.442331,0.0400980, 1.447603,0.0453670, 1.550219,0.0427930, 1.832923,0.0481650, 1.894683,0.0496920, 1.943455,0.0509230, 1.968563,0.0515710, 1.961194,0.0513990, 1.907119,0.0512220, 1.983095,0.0526490, 1.736298,0.0478470, 1.352361,0.0393130, 1.397379,0.0409660, 1.062178,0.0313170, 1.049511,0.0338510, 0.683306,0.0231610, 0.323476,0.0119500, 0.413340,0.0184790, 0.298824,0.0148600, 0.173282,0.0105730, 0.079659,0.0061130, 0.010912,0.0030780, 0.000871,0.0016350, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,12,02,30.981666,0.9721690, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0018240, 0.014139,0.0031900, 0.112028,0.0081090, 0.178512,0.0118510, 0.278788,0.0151770, 0.653422,0.0266850, 0.846847,0.0300110, 1.036724,0.0327680, 1.215678,0.0353850, 1.369083,0.0381810, 1.520396,0.0407980, 1.634973,0.0432600, 1.742605,0.0458260, 1.719110,0.0506710, 1.832281,0.0553770, 1.958449,0.0558470, 1.903605,0.0577170, 1.895539,0.0551740, 1.748476,0.0463080, 1.756380,0.0462220, 1.636987,0.0493130, 1.529729,0.0471430, 1.269432,0.0482860, 1.210058,0.0398470, 0.916973,0.0333060, 0.329493,0.0132090, 0.210877,0.0091660, 0.181302,0.0093300, 0.157048,0.0097780, 0.102965,0.0075110, 0.019254,0.0033500, 0.000498,0.0015370, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,12,03,18.936563,0.7746790, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0018240, 0.010178,0.0030240, 0.048025,0.0043380, 0.115036,0.0072400, 0.352641,0.0178350, 0.646444,0.0265060, 0.825303,0.0292590, 1.021350,0.0322990, 1.224832,0.0512190, 0.701655,0.0290030, 0.342915,0.0097600, 0.319475,0.0090440, 0.867528,0.0333750, 1.013200,0.0383370, 0.736616,0.0204020, 0.345117,0.0095760, 0.576012,0.0193710, 1.466307,0.0826210, 1.530203,0.0609540, 1.314386,0.0530300, 0.592468,0.0225150, 0.867600,0.0305220, 0.922053,0.0471110, 0.844212,0.0277680, 0.954263,0.0401560, 0.826510,0.0337340, 0.231346,0.0117510, 0.176103,0.0103660, 0.042486,0.0038800, 0.020028,0.0032260, 0.002260,0.0028920, 0.000000,0.0017280, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,12,04, 6.053631,0.2474940, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0019200, 0.003390,0.0029100, 0.021150,0.0032100, 0.050816,0.0040690, 0.101959,0.0056430, 0.111621,0.0053580, 0.090496,0.0044460, 0.042390,0.0032010, 0.117429,0.0047740, 0.056118,0.0036070, 0.163698,0.0056970, 0.213729,0.0067000, 0.141327,0.0049520, 0.222432,0.0070520, 0.180299,0.0062590, 0.208054,0.0069000, 0.290581,0.0091830, 0.165484,0.0054880, 0.293518,0.0084940, 0.469174,0.0135540, 0.264364,0.0079960, 0.173544,0.0056330, 0.407873,0.0123310, 0.601681,0.0191200, 0.593064,0.0296860, 0.546184,0.0254560, 0.245721,0.0116060, 0.192032,0.0096910, 0.035214,0.0035430, 0.044485,0.0042280, 0.005794,0.0029510, 0.000000,0.0018240, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,12,05,14.749263,0.6426550, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0019200, 0.010387,0.0030390, 0.043793,0.0040900, 0.158597,0.0095130, 0.446590,0.0217860, 0.581040,0.0246580, 0.925998,0.0366780, 1.034997,0.0649770, 0.791553,0.0391530, 0.642535,0.0239500, 0.939748,0.0408190, 1.187947,0.0400690, 1.191100,0.0470720, 0.950291,0.0481540, 1.096519,0.0568780, 0.634444,0.0181290, 0.356241,0.0112200, 0.603445,0.0220500, 0.059888,0.0033660, 0.150735,0.0053780, 0.824374,0.0279840, 0.442211,0.0142740, 0.543221,0.0202790, 0.266181,0.0086270, 0.189385,0.0074510, 0.291689,0.0116050, 0.044665,0.0036740, 0.116264,0.0067480, 0.147912,0.0089130, 0.051603,0.0048270, 0.023563,0.0035220, 0.002335,0.0018370, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,12,06,22.874588,0.9581750, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0020160, 0.012651,0.0030860, 0.053118,0.0045610, 0.305879,0.0185580, 0.289167,0.0148450, 0.533136,0.0315100, 0.896075,0.0315330, 1.057293,0.0395260, 0.950473,0.0383970, 1.350732,0.0503310, 1.155436,0.0634310, 0.924660,0.0530540, 1.014754,0.0405790, 1.373607,0.0507390, 1.386373,0.0505810, 1.142890,0.0551260, 1.190502,0.0360820, 0.958482,0.0278050, 0.776045,0.0223270, 1.119577,0.0348900, 1.182832,0.0506680, 1.437830,0.0677590, 1.203084,0.0506240, 0.928304,0.0339710, 0.598540,0.0295490, 0.425533,0.0205660, 0.304075,0.0128590, 0.174466,0.0088490, 0.090649,0.0058960, 0.031257,0.0035830, 0.007091,0.0029430, 0.000064,0.0019200, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,12,07,33.927059,1.0421379, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000313,0.0021120, 0.022359,0.0035250, 0.138272,0.0095050, 0.306045,0.0174240, 0.410018,0.0195880, 0.690340,0.0279540, 0.886456,0.0312180, 1.074497,0.0338280, 1.250356,0.0363310, 1.419693,0.0392200, 1.569058,0.0421540, 1.704960,0.0451870, 1.814304,0.0478140, 1.901027,0.0499970, 1.955397,0.0513910, 1.984520,0.0521480, 1.981952,0.0520810, 1.954161,0.0513620, 1.909287,0.0502200, 1.663120,0.0587510, 1.634526,0.0540770, 1.569519,0.0422510, 1.426153,0.0395570, 1.249521,0.0386460, 1.072685,0.0340930, 0.917698,0.0327420, 0.569241,0.0277000, 0.444159,0.0223240, 0.273925,0.0157020, 0.115171,0.0081720, 0.017506,0.0032240, 0.000811,0.0018270, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,12,08,10.133574,0.3566430, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.001618,0.0020290, 0.017125,0.0032160, 0.070729,0.0055320, 0.326860,0.0183120, 0.396994,0.0194410, 0.482594,0.0198640, 0.810164,0.0289710, 0.975633,0.0337580, 0.693541,0.0211810, 0.576214,0.0163410, 0.460335,0.0127020, 0.538231,0.0147280, 0.398357,0.0109810, 0.360387,0.0099190, 0.836079,0.0242640, 0.870139,0.0276790, 0.295021,0.0083800, 0.194026,0.0058630, 0.140748,0.0047010, 0.116116,0.0042070, 0.141816,0.0047640, 0.253170,0.0074880, 0.260542,0.0078330, 0.322245,0.0098640, 0.273040,0.0091650, 0.111147,0.0049090, 0.100521,0.0050100, 0.056046,0.0039590, 0.035295,0.0035400, 0.009186,0.0029490, 0.008368,0.0029640, 0.001273,0.0021150, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,12,09,         ,         , 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0021120, 0.002682,0.0028980, 0.032767,0.0036450, 0.024055,0.0031870, 0.027742,0.0031760, 0.035788,0.0032760, 0.166887,0.0067170, 0.220035,0.0075780, 0.200283,0.0065130, 0.185671,0.0060630, 0.336069,0.0096930, 0.211203,0.0064630,         ,         , 0.230985,0.0067480, 0.216184,0.0064720, 0.122616,0.0043890, 0.125784,0.0046690, 0.166848,0.0062510, 0.133798,0.0048590, 0.102813,0.0040890, 0.183750,0.0060370, 0.168616,0.0055860, 0.314662,0.0097310, 0.214861,0.0070830, 0.382371,0.0128070, 0.868759,0.0352080, 0.529836,0.0273890, 0.445554,0.0216040, 0.218828,0.0128180, 0.053322,0.0047470, 0.011248,0.0030270, 0.000233,0.0020160, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,12,10,25.193123,1.1400190, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000975,0.0021150, 0.020885,0.0034170, 0.139119,0.0096280, 0.199849,0.0140650, 0.531381,0.0260800, 0.577123,0.0306480, 0.892151,0.0406580, 0.938382,0.0587820, 0.573731,0.0327850, 0.981301,0.0474970, 0.853256,0.0249540, 0.716500,0.0222390, 1.337151,0.0634180, 1.667668,0.0869940, 1.407474,0.0600230, 1.763875,0.0538340, 1.012075,0.0585700, 1.696977,0.0756250, 1.339538,0.0672450, 1.875544,0.0741370, 1.799588,0.0599190, 1.498936,0.0621930, 0.551931,0.0249130, 0.874997,0.0441750, 0.554850,0.0208300, 0.503616,0.0216540, 0.525036,0.0272770, 0.154591,0.0079650, 0.146253,0.0087460, 0.045425,0.0042940, 0.012934,0.0031200, 0.000000,0.0022080, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,12,11,21.330576,0.9380020, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0022080, 0.022255,0.0035200, 0.083916,0.0062250, 0.150773,0.0089110, 0.449349,0.0220350, 0.491383,0.0282390, 0.518688,0.0230160, 0.992253,0.0498980, 0.924258,0.0370840, 0.522944,0.0148750, 0.627460,0.0181800, 0.887227,0.0322280, 0.862966,0.0319960, 1.343981,0.0782360, 0.455717,0.0147740, 1.365354,0.0517110, 0.552934,0.0157020, 1.003111,0.0345100, 1.504671,0.0594960, 1.068583,0.0520630, 1.568215,0.0557670, 1.452293,0.0476520, 1.315702,0.0631350, 0.895564,0.0533790, 0.714094,0.0419700, 0.525222,0.0257470, 0.435599,0.0247710, 0.266009,0.0146830, 0.187228,0.0116720, 0.123663,0.0087550, 0.019150,0.0034390, 0.000000,0.0021120, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,12,12,32.748098,1.0922740, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000264,0.0021130, 0.031797,0.0039870, 0.151512,0.0103270, 0.272605,0.0155220, 0.424653,0.0205170, 0.541956,0.0237280, 0.815876,0.0445060, 1.035979,0.0537720, 1.328551,0.0492530, 1.401948,0.0637850, 1.587177,0.0453660, 1.706225,0.0517060, 1.797653,0.0527840, 1.881400,0.0499410, 1.921866,0.0515050, 1.943043,0.0520950, 1.935922,0.0519360, 1.911550,0.0513220, 1.861111,0.0500290, 1.787151,0.0481690, 1.680778,0.0455940, 1.555842,0.0430180, 1.399868,0.0410630, 1.153857,0.0371130, 0.600453,0.0258190, 0.725015,0.0357300, 0.515065,0.0232350, 0.331241,0.0166890, 0.313681,0.0179000, 0.118573,0.0083490, 0.015256,0.0031820, 0.000214,0.0022080, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,12,13,17.234941,0.7672540, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0024000, 0.016210,0.0032040, 0.082794,0.0062690, 0.205702,0.0124540, 0.396976,0.0201450, 0.689260,0.0298990, 0.406854,0.0149740, 0.520961,0.0171210, 0.897738,0.0318110, 0.847813,0.0349590, 0.924579,0.0400380, 1.226202,0.0466120, 1.152882,0.0470050, 1.111416,0.0450130, 0.667533,0.0216520, 0.453465,0.0148350, 0.816726,0.0270390, 1.450390,0.0710290, 1.493386,0.0848710, 1.423728,0.0775350, 0.687642,0.0278410, 0.758242,0.0357520, 0.324585,0.0124440, 0.119278,0.0051600, 0.136373,0.0059230, 0.132052,0.0061110, 0.074734,0.0044890, 0.106885,0.0064550, 0.082611,0.0057870, 0.024792,0.0033970, 0.003123,0.0029050, 0.000000,0.0021120, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,12,14,27.118998,1.2445551, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000900,0.0023070, 0.014091,0.0031390, 0.064038,0.0052980, 0.094282,0.0063640, 0.116395,0.0068020, 0.126436,0.0065910, 0.230434,0.0102520, 0.260771,0.0108360, 0.411325,0.0159640, 0.713936,0.0270150, 0.817117,0.0332630, 1.129085,0.0587420, 1.422388,0.0776020, 1.567965,0.0833670, 1.554064,0.0897220, 2.059350,0.0947360, 1.943290,0.0859150, 1.855665,0.0875130, 1.852853,0.0701290, 1.801738,0.0683630, 1.729157,0.0732820, 1.400301,0.0578450, 1.423045,0.0552830, 1.240671,0.0496080, 1.051633,0.0440840, 0.850229,0.0384570, 0.632956,0.0314860, 0.410950,0.0229480, 0.242851,0.0154260, 0.084672,0.0067540, 0.016257,0.0032420, 0.000136,0.0022080, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
dc, 86282,2013,12,15,         ,         , 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,         ,         ,         ,         ,         ,         ,         ,         ,         ,         , 0.390244,0.0224240, 0.558283,0.0325260, 0.948019,0.0477110, 1.318872,0.0667200, 1.374349,0.0666750, 1.554159,0.0663610, 1.664497,0.0709670, 1.769875,0.0755060, 1.878084,0.0802980, 1.795921,0.0778350, 1.856585,0.0808400, 1.877991,0.0816130, 1.869965,0.0813100, 1.874855,0.0816070, 1.801120,0.0785190, 1.272130,0.0586830, 0.956367,0.0432340, 0.828955,0.0373920, 0.566451,0.0260830, 0.480195,0.0230100, 0.549601,0.0278670, 0.420667,0.0229650, 0.315222,0.0189880, 0.188927,0.0129100, 0.089140,0.0073270, 0.012868,0.0031310, 0.000824,0.0021180, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000, 0.000000,0.0000000,#
