"datetime","hourly_temp_27","hourly_light_27","hourly_turbidity","hourly_rain","hourly_flow"
2020-12-30 19:00:00,22.948935546875,1948.16,12.5163,0,0.071
2020-12-30 20:00:00,22.434130859375,745.28,12.5769333333333,0,0.071
2020-12-30 21:00:00,21.87642578125,9.39,12.5207666666667,0,0.071
2020-12-30 22:00:00,21.318720703125,0,12.5289655172414,0,0.071
2020-12-30 23:00:00,20.803916015625,0,12.6353333333333,0,0.071
2020-12-31 00:00:00,20.4178125,0,12.5946,0,0.071
2020-12-31 01:00:00,20.16041015625,0,12.701935483871,0,0.071
2020-12-31 02:00:00,19.9030078125,0,12.7812413793103,0,0.071
2020-12-31 03:00:00,19.64560546875,0,12.7318,0,0.071
2020-12-31 04:00:00,19.47400390625,0,12.8422,0,0.071
2020-12-31 05:00:00,19.30240234375,0,12.6121666666667,0,0.067
2020-12-31 06:00:00,19.13080078125,13.66,12.4847586206897,0,0.067
2020-12-31 07:00:00,19.002099609375,342.72,12.5052666666667,0,0.067
2020-12-31 08:00:00,18.916298828125,940.8,12.4042666666667,0,0.067
2020-12-31 09:00:00,18.8733984375,1288.32,12.3620666666667,0,0.067
2020-12-31 10:00:00,18.8733984375,2124.16,12.3853103448276,0,0.067
2020-12-31 11:00:00,19.002099609375,3417.6,12.3683333333333,0,0.067
2020-12-31 12:00:00,19.002099609375,2873.6,12.4180333333333,0,0.062
2020-12-31 13:00:00,19.30240234375,5047.04,12.9462903225806,0,0.062
2020-12-31 14:00:00,19.516904296875,4121.6,12.6114827586207,0,0.062
2020-12-31 15:00:00,20.031708984375,4537.6,12.6071333333333,0,0.067
2020-12-31 16:00:00,20.117509765625,3272.96,12.4671333333333,0,0.067
2020-12-31 17:00:00,20.2462109375,2936.32,12.2924666666667,0,0.071
2020-12-31 18:00:00,20.374912109375,3578.88,12.2629655172414,0,0.076
2020-12-31 19:00:00,20.289111328125,2058.88,12.2751666666667,0,0.076
2020-12-31 20:00:00,20.16041015625,589.92,12.2993333333333,0,0.076
2020-12-31 21:00:00,20.031708984375,11.73,12.3336,0,0.076
2020-12-31 22:00:00,19.860107421875,0,12.3597333333333,0,0.076
2020-12-31 23:00:00,19.64560546875,0,12.5248965517241,0,0.076
2021-01-01 00:00:00,19.388203125,0,12.5398666666667,0,0.076
2021-01-01 01:00:00,19.259501953125,0,12.7309032258065,0,0.076
2021-01-01 02:00:00,19.087900390625,0,12.8301333333333,0,0.076
2021-01-01 03:00:00,18.916298828125,0,13.0547931034483,0,0.076
2021-01-01 04:00:00,18.744697265625,0,13.1869333333333,0,0.071
2021-01-01 05:00:00,18.5301953125,0,13.2473666666667,0,0.071
2021-01-01 06:00:00,18.401494140625,47.54,13.1358666666667,0,0.071
2021-01-01 07:00:00,18.315693359375,626.56,13.093275862069,0,0.071
2021-01-01 08:00:00,18.27279296875,1198.4,13.0524,0,0.071
2021-01-01 09:00:00,18.44439453125,1896.96,12.9372,0,0.071
2021-01-01 10:00:00,19.30240234375,3834.88,12.8734,0,0.071
2021-01-01 11:00:00,19.945908203125,6172.16,12.829275862069,0,0.067
2021-01-01 12:00:00,21.061318359375,19957.76,12.8296333333333,0,0.067
2021-01-01 13:00:00,22.6486328125,11248.64,12.8643548387097,0,0.071
2021-01-01 14:00:00,23.206337890625,8017.92,12.7966666666667,0,0.071
2021-01-01 15:00:00,23.84984375,2248.32,12.7526206896552,0,0.071
2021-01-01 16:00:00,24.62205078125,4756.48,12.7010333333333,0,0.071
2021-01-01 17:00:00,24.79365234375,3544.32,12.8088333333333,0,0.071
2021-01-01 18:00:00,24.79365234375,2197.12,12.8173333333333,0,0.071
2021-01-01 19:00:00,24.579150390625,1764.48,12.8528965517241,0,0.071
2021-01-01 20:00:00,24.193046875,326.32,13.3862333333333,0,0.071
2021-01-01 21:00:00,23.721142578125,2.34,14.1354,0,0.071
2021-01-01 22:00:00,23.24923828125,0,13.6765666666667,0,0.071
2021-01-01 23:00:00,22.777333984375,0,13.900724137931,0,0.071
2021-01-02 00:00:00,22.348330078125,0,14.0685,0,0.071
2021-01-02 01:00:00,21.9622265625,0,13.8923225806452,0,0.071
2021-01-02 02:00:00,21.490322265625,0,13.5396333333333,0,0.071
2021-01-02 03:00:00,21.19001953125,0,13.2114137931034,0,0.067
2021-01-02 04:00:00,20.84681640625,0,13.0027666666667,0,0.067
2021-01-02 05:00:00,20.50361328125,0,12.9821333333333,0,0.067
2021-01-02 06:00:00,20.203310546875,28.7,13.1121666666667,0,0.067
2021-01-02 07:00:00,20.031708984375,488.32,13.2252068965517,0,0.067
2021-01-02 08:00:00,20.074609375,1541.76,13.8719666666667,0,0.067
2021-01-02 09:00:00,20.203310546875,2661.12,13.8532,0,0.062
2021-01-02 10:00:00,20.546513671875,2792.96,13.5537333333333,0,0.062
2021-01-02 11:00:00,20.803916015625,2630.4,13.3375862068966,0,0.062
2021-01-02 12:00:00,20.9326171875,3616,13.3222333333333,0,0.062
2021-01-02 13:00:00,21.36162109375,7518.72,13.2389677419355,0,0.062
2021-01-02 14:00:00,22.005126953125,5926.4,13.2855666666667,0,0.062
2021-01-02 15:00:00,22.605732421875,5680.64,13.1781,0,0.062
2021-01-02 16:00:00,22.56283203125,777.6,13.3683793103448,0,0.062
2021-01-02 17:00:00,22.3054296875,225.12,13.1481,1.4,0.062
2021-01-02 18:00:00,22.262529296875,992,12.9801666666667,0.8,0.067
