"date","daily_rain","daily_WL","daily_turbidity","max_temp","total_solar_exposure"
2013-09-21,9,0.583625,54.3239583333333,19.1,16.641863
2013-09-22,0.6,0.452697916666667,51.0364583333333,21.4,19.229102
2013-09-23,0,0.3870625,62.4197916666667,22.3,14.774004
2013-09-24,0,0.32846875,62.690625,23.7,16.493996
2013-09-25,0,0.300229166666667,58.80625,23.2,19.39841
2013-09-26,18.6,1.00768041237113,62.6412371134021,15,17.226166
2013-09-27,0,0.530427083333333,57.8822916666667,19.5,22.122465
2013-09-28,3.6,0.486822916666667,53.48125,15,16.502371
2013-09-29,0,0.370958333333333,51.53125,20.9,20.948252
2013-09-30,0,0.345824742268041,59.0824742268041,22.8,8.144471
2013-10-01,2.6,0.41496875,56.6572916666667,15.8,17.564932
2013-10-02,0,0.3558125,51.2802083333333,16.9,13.832217
2013-10-03,2,0.334822916666667,45.6666666666667,14.4,16.774088
2013-10-04,0,0.29290625,36.8958333333333,20.3,23.42967
2013-10-05,0,0.25921875,29.9354166666667,24.9,13.623202
2013-10-06,0,0.283020833333333,27.7854166666667,17.4,14.19421
2013-10-07,1.6,0.352958333333333,25.9333333333333,16.9,21.481731
2013-10-08,0,0.293941176470588,19.0696078431373,20.6,21.11327
2013-10-09,0,0.26653125,16.0489583333333,25.8,19.452277
2013-10-10,0,0.438864583333333,25.7520833333333,16.8,3.27618
2013-10-11,9,0.450760416666667,24.25,19.5,23.986996
2013-10-12,0,0.310427083333333,17.9020833333333,24.4,26.130717
2013-10-13,0,0.328322916666667,18.7354166666667,16.4,10.410314
2013-10-14,4,0.530885416666667,31.4760416666667,14.2,18.116281
2013-10-15,3,0.413302083333333,26.3614583333333,19,24.868443
2013-10-16,0,0.311427083333333,19.925,26.9,17.455682
2013-10-17,1.2,0.325760416666667,22.3416666666667,14.8,17.4054247586207
2013-10-18,0.4,0.289979166666667,22.4291666666667,21.2,27.750752
2013-10-19,0,0.256989583333333,16.26875,25.3,27.760547
2013-10-20,0,0.241427083333333,15.0760416666667,32.7,21.365629
2013-10-21,0,0.2298125,15.1,17,5.445302
2013-10-22,0,0.400270833333333,26.921875,16.7,7.421089
2013-10-23,20,1.03704705882353,57.5447058823529,15.2,11.042218
2013-10-24,7,0.591175257731959,44.7360824742268,14.7,20.719074
2013-10-25,0,0.394552083333333,39.56875,15.5,17.4054247586207
2013-10-26,0,0.3575625,35.015625,16.4,13.782251
2013-10-27,0,0.313604166666667,32.6666666666667,16.7,17.123973
2013-10-28,0,0.333447916666667,28.95,17.8,13.396501
2013-10-29,3.6,0.346572916666667,25.5510416666667,16.2,17.153297
2013-10-30,0,0.283895833333333,21.1385416666667,17.6,15.296039
2013-10-31,0,0.262739583333333,19.1645833333333,16.9,20.790436
2013-11-01,0,0.252939393939394,22.5181818181818,23.5,20.6341819230769
2013-11-07,0,0.213532258064516,3.59032258064516,23.8,20.6341819230769
2013-11-08,0,0.280885416666667,8.26979166666667,18.3,7.679969
2013-11-09,3.2,0.332552083333333,14.7708333333333,15.1,14.328122
2013-11-10,2,0.331354166666667,12.1375,16.3,19.620086
2013-11-11,0,0.273395833333333,9.80416666666667,17.7,20.6341819230769
2013-11-12,0.4,0.375645833333333,17.9552083333333,16.2,7.909026
2013-11-13,17,0.993653333333333,34.7066666666667,14.1,6.9737
2013-11-20,0,0.261901960784314,10.9588235294118,17.4,10.807795
2013-11-21,0,0.2666875,10.1510416666667,24.1,27.462295
2013-11-22,0,0.250510416666667,8.41354166666667,21,24.477678
2013-11-23,0.6,0.434572916666667,19.7302083333333,19,18.155238
2013-11-24,18.6,0.6684375,25.5385416666667,18.9,16.419928
2013-11-25,0.4,0.39034375,14.4666666666667,21.7,30.879086
2013-11-26,0,0.311166666666667,9.77708333333333,27.7,27.366856
2013-11-27,0,0.269760416666667,7.52291666666667,32.3,25.834881
2013-11-28,0,0.358270833333333,12.9770833333333,24.5,4.050311
2013-11-29,7.4,0.484541666666667,15.3729166666667,16.1,14.117126
2013-11-30,0.6,0.383729166666667,11.8010416666667,20,27.099848
