"date","daily_rain","daily_WL","daily_turbidity","water_temp","lux"
2013-07-25,0,0.381645833333333,137.788541666667,9.763653906,12085.9780092593
2013-07-26,1,0.378375,113.088541666667,12.60433609,14354.7798148148
2013-07-27,0,0.315739583333333,97.9895833333333,11.183994998,12162.6219675926
2013-07-28,0,0.312364583333333,87.5916666666667,13.774028754,8679.44712962963
2013-07-29,3,0.422239583333333,70.3979166666667,15.277919322,16891.1922916667
2013-07-30,0,0.33690625,52.725,12.353687662,15182.7573842593
2013-07-31,0,0.272083333333333,53.1385416666667,12.019489758,16821.4178935185
2013-08-01,0,0.256822916666667,43.934375,11.685291854,14764.7195833333
2013-08-02,0,0.257072916666667,41.7322916666667,11.016896046,10558.4631712963
2013-08-03,4.2,0.43509375,41.3322916666667,10.348500238,8535.01833333333
2013-08-04,3,0.394145833333333,29.5145833333333,11.183994998,9852.87673611111
2013-08-05,0,0.30446875,24.30625,12.520786614,7439.26206018518
2013-08-06,3.4,0.50484375,33.4822916666667,12.437237138,13804.7221990741
2013-08-07,0,0.480510416666667,28.8739583333333,11.183994998,10590.82
2013-08-08,18,0.348594059405941,58.3584158415842,10.93334657,15029.4228703704
2013-08-09,6.2,0.479835051546392,71.2835051546392,9.345906526,4165.73659722222
2013-08-10,0.8,0.708052083333333,117.614583333333,13.690479278,18347.8369907407
2013-08-11,0,0.561041666666667,130.332291666667,13.02208347,17395.1243055556
2013-08-12,0,0.47596875,133.666666666667,12.437237138,16803.5626851852
2013-08-13,0.2,0.40790625,144.022916666667,13.105632946,19881.5294907407
2013-08-14,0,0.364802083333333,127.251041666667,11.601742378,8650.07534722222
2013-08-15,1.6,0.327583333333333,110.422916666667,13.941127706,17682.5938657407
2013-08-16,0,0.280010416666667,93.696875,13.189182422,19887.5306481481
2013-08-17,2,0.276760416666667,85.1072916666667,13.105632946,16814.651412037
2013-08-18,0,0.273697916666667,70.2885416666667,14.27532561,14701.4645601852
2013-08-19,0,0.248739583333333,65.9958333333333,9.847203382,16615.9495601852
2013-08-20,0,0.243489583333333,60.4947916666667,10.264950762,15216.5841435185
2013-08-21,2.8,0.256947916666667,52.60625,11.601742378,16809.8688425926
2013-08-22,0,0.265239583333333,46.8875,12.60433609,14216.1559027778
2013-08-23,2,0.278708333333333,37.0666666666667,12.520786614,6584.89351851852
2013-08-24,0,0.258270833333333,33.3114583333333,12.938533994,10340.1947222222
2013-08-25,0,0.23440625,29.70625,14.024677182,12520.8162268519
2013-08-26,0,0.224375,26.4395833333333,15.52856775,18020.2331018519
2013-08-27,0,0.216416666666667,24.2739583333333,16.614710938,18786.7221064815
2013-08-28,0,0.209395833333333,22.7614583333333,17.867953078,17784.7759259259
2013-08-29,0,0.249122448979592,23.2612244897959,19.121195218,14700.4224768519
2013-08-30,2.2,0.326677083333333,24.8510416666667,16.029864606,17290.9498611111
2013-08-31,2.8,0.313541666666667,19.3885416666667,17.951502554,24050.3302083333
2013-09-01,0,0.2605,14.5927083333333,18.369249934,19439.9810296935
2013-09-02,0,0.218927835051546,11.6494845360825,17.533755174,22549.029837963
2013-09-03,0,0.205802083333333,10.5270833333333,20.625085786,22002.6689351852
2013-09-04,0,0.19971875,9.09479166666667,19.455393122,17296.4963425926
2013-09-05,0,0.240541666666667,11.2385416666667,15.277919322,3038.8406712963
2013-09-06,2.2,0.261291666666667,16.0833333333333,11.935940282,5256.04664351852
2013-09-07,0,0.222416666666667,8.8875,15.445018274,16875.7333101852
2013-09-08,0,0.203791666666667,6.33229166666667,14.525974038,22287.2141666667
2013-09-09,0,0.194791666666667,6.31979166666667,18.703447838,18494.7199074074
2013-09-10,0,0.189509803921569,7.96960784313726,13.690479278,18409.6926851852
2013-09-11,0,0.185875,9.3875,13.272731898,20052.9465509259
2013-09-12,2,0.266947916666667,18.4322916666667,11.183994998,22790.4571064815
2013-09-13,1.4,0.22446875,16.7625,12.771435042,16282.8203703704
2013-09-14,0,0.19340625,11.9104166666667,14.860171942,18062.0745833333
